avg_confidence,case_count,evidence_count,evidence_texts,id,needs_review,question_ids,source_cases,source_id,source_triple_ids,target_id,type,validation_status,vote_yes_ratio,weight
0.0,1,1,['在浇筑钢构大棚底柱基础时产生的强大震动也是导致挡墙坍塌的主要原因'],REL:canonical:e92ed048d61708182608f4ec80a4839a,False,[],['HCA-b9630e82d7'],AccidentCase:canonical:22562b0df4e81c5a4c32c16407ba2d25,[],ConstructionActivity:canonical:179b18acdfe36c9b3729448ccca0073a,occursInActivity,valid,0.0,1
0.0,1,1,['作业人员A于事发当天抢救无效死亡'],REL:canonical:a28494aff3c9dc8e71f38efb7d5f90a1,False,[],['HCA-b9630e82d7'],AccidentCase:canonical:22562b0df4e81c5a4c32c16407ba2d25,[],Consequence:canonical:370368d89cf6849edae23f25923f500e,hasConsequence,valid,0.0,1
0.0,1,1,['作业人员B受轻伤'],REL:canonical:ff1624b78e243a37de7bc69d650f44cb,False,[],['HCA-b9630e82d7'],AccidentCase:canonical:22562b0df4e81c5a4c32c16407ba2d25,[],Consequence:canonical:9eeac78c1334f34a277096514043d06b,hasConsequence,valid,0.0,1
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],REL:canonical:312216e38326929390618435d32939b9,False,['D1_UNSAFE_ACTION'],['HCA-a06a163caa'],AccidentCase:canonical:1daa873d1f86e67168ec2015a425b66a,[],UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,hasDirectCause,valid,1.0,1
0.0,1,1,['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],REL:canonical:0c0073a77bb42e59feaf3cc9217a24b2,False,['D2_UNSAFE_OBJECT_STATE'],['HCA-a06a163caa'],AccidentCase:canonical:1daa873d1f86e67168ec2015a425b66a,[],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,hasDirectCause,valid,1.0,1
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],REL:canonical:518fcf52bc49f71410e0d985fabd2938,False,['C1_SAFETY_KNOWLEDGE'],['HCA-a06a163caa'],UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,[],SafetyCapabilityDefect:canonical:298778513d01cfd845d4399d7c5e5051,hasCapabilityCause,valid,1.0,1
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],REL:canonical:40039230c6412bac60c0ffb4b02920e9,False,['C2_SAFETY_AWARENESS'],['HCA-a06a163caa'],UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,[],SafetyCapabilityDefect:canonical:01c4c8db3fbcfe929634f7135e4d9214,hasCapabilityCause,valid,1.0,1
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业'],REL:canonical:27fd8a9672459c57a8ef1c16655181a8,False,['C3_SAFETY_HABIT'],['HCA-a06a163caa'],UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,[],SafetyCapabilityDefect:canonical:7337871c4a9791678c753ce01b0a9cf9,hasCapabilityCause,valid,1.0,1
0.0,1,1,['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],REL:canonical:a5bc7644802ee0af438a55e98a150ec1,False,['C1_SAFETY_KNOWLEDGE'],['HCA-a06a163caa'],UnsafeAction:canonical:e28bca2240971b51d2c9f720038bc295,[],SafetyCapabilityDefect:canonical:d51b14c17a3d1c64e1f8edd6fc942bc2,hasCapabilityCause,valid,1.0,1
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],REL:canonical:88433b7b634cdd58c6fdf4d0da408306,False,['M2_PLAN'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:acfbde1366800a57c1e480f29b7378ba,hasManagementCause,valid,1.0,1
0.0,2,2,"['施工单位及监理单位尽管开展了地质灾害隐患排查，但均未查出滑塌岩体异常情况。', '作为工程的建设方，应注意并督促监理对施工方案及现场实际施工情况进行检查。']",REL:canonical:fd384a2527df1db4a45a26c8945d8e19,False,['M3_SUPERVISION'],"['HCA-a06a163caa', 'HCA-5d3f5db3d4']",UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:4f7b47dc7d05d352131bd7fceb74f2f1,hasManagementCause,valid,1.0,2
0.0,2,2,"['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。', '贴坡砼及锚索张拉施工一直未引起施工方高度重视，至边坡出现失稳滑移情况后才展开施工。']",REL:canonical:6422810e1498c2640b5bc195a0901e45,False,['M4_HAZARD'],"['HCA-a06a163caa', 'HCA-5d3f5db3d4']",UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:1eecc6cddb6e65cd864b02d673b33cab,hasManagementCause,valid,1.0,2
0.0,1,1,['在事故前一日为暴雨天气的情况下，对可能存在的地质灾害风险估计不足，仍安排施工作业。'],REL:canonical:622e29ea0b033f0be57acd92c9bf95c4,False,['M5_RESPONSIBILITY'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:0e997fb058cb54d686b5f448e31d1e67,hasManagementCause,valid,1.0,1
0.0,1,1,['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],REL:canonical:5e6db21dd72ccd98aa2004933750bab4,False,['M2_PLAN'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:4b1cfb26ca38820393fd98b5ae8a79df,hasManagementCause,valid,1.0,1
0.0,1,1,['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施'],REL:canonical:db56052fd73d9cf1217fc252b5f8249e,False,['M5_RESPONSIBILITY'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],SafetyManagementDefect:canonical:117825deaf5f0f908806c942fab780ec,hasManagementCause,valid,1.0,1
0.0,1,1,['上水库左坝肩趾板上部边坡两组不利结构面切割形成的楔形岩体发生滑塌，造成下部进行大坝趾板锚筋施工作业的作业人员被埋，3人死亡、3人轻伤。'],REL:canonical:970237bb43ee721e4753df50b061f160,False,['P1_ACCIDENT_PROCESS'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],AccidentProcess:canonical:efba86732f71a259789c70c116a108ad,leadTo,valid,1.0,1
0.0,1,1,['施工方4月份对该边坡进行了喷浆封闭，但未及时采取挂网锚喷支护措施。'],REL:canonical:9d92f9b4b73bb71922a78479f25f76a2,False,['R1_CONTROL_MEASURE'],['HCA-a06a163caa'],UnsafeObjectState:canonical:97aa46e2df9c419ee79fe29c51f3c026,[],PreventiveMeasure:canonical:e5b4b649b03ceb81a91fa560a22e0f87,controlledBy,valid,1.0,1
0.0,1,1,['上水库左坝肩趾板上部边坡两组不利结构面切割形成的楔形岩体发生滑塌'],REL:canonical:14b82ec8a07b7c95edc80d2b5b129405,False,[],['HCA-a06a163caa'],AccidentCase:canonical:1daa873d1f86e67168ec2015a425b66a,[],AccidentType:canonical:4ff6ab8b752d061d91b24202297aca55,hasAccidentType,valid,0.0,1
0.0,1,1,['事故前一日（6月19日）20小时连续降雨58mm'],REL:canonical:51c1bf889d4dfbe1b6a0f372f913b75f,False,[],['HCA-a06a163caa'],AccidentCase:canonical:1daa873d1f86e67168ec2015a425b66a,[],EnvironmentCondition:canonical:fae3456e55a961bae9a4f030cca847cf,hasEnvironmentCondition,valid,0.0,1
0.0,1,1,['本次事故造成3人死亡、3人轻伤，直接经济损失372.02万元'],REL:canonical:e86547dc2f6a930316cd5e44410e2b3f,False,[],['HCA-a06a163caa'],AccidentCase:canonical:1daa873d1f86e67168ec2015a425b66a,[],Consequence:canonical:2283f6405dfb5cc0aac8bb25e4a98641,hasConsequence,valid,0.0,1
0.0,1,1,['作业人员A不彻底且未进行随机支护的情况下冒险作业被冒落岩石砸伤致死'],REL:canonical:f2ee120b4d8da253e95d8909c81a1a26,False,['D1_UNSAFE_ACTION'],['HCA-9882197094'],AccidentCase:canonical:c064a9f1182a7b27bd492c280561adb4,[],UnsafeAction:canonical:90a5e3c3a63d0401146e871984ee00e1,hasDirectCause,valid,1.0,1
0.0,1,1,['主变洞中导洞K0+80—K0+83.7m处地质条件复杂，岩体裂隙发育、破碎'],REL:canonical:39d19c129b552d8f9064f2c60696f62a,False,['D2_UNSAFE_OBJECT_STATE'],['HCA-9882197094'],AccidentCase:canonical:c064a9f1182a7b27bd492c280561adb4,[],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,hasDirectCause,valid,1.0,1
0.0,6,5,"['作业人员A不彻底且未进行随机支护的情况下冒险作业被冒落岩石砸伤致死', '施工单位在没有进行地质灾害危险性评估的情况下，盲目施工，也没有根据现场的地质情况采取有针对性的防护措施', '施工人员擅自改变了进人孔原有的防护盖板且未予恢复', '翁为图方便，违反安全操作规程冒险作业', '作业人员A为图方便，违反安全操作规程冒险作业']",REL:canonical:9581bd7a13e2a96f32fb76ff428f33d5,False,['C1_SAFETY_KNOWLEDGE'],"['HCA-9882197094', 'HCA-44c92393a8', 'HCA-303170b7e6', 'HCA-270aadc81b', 'HCA-ef9870dc9e', 'HCA-ba40327379']",UnsafeAction:canonical:90a5e3c3a63d0401146e871984ee00e1,[],SafetyCapabilityDefect:canonical:739a26f93d0be868bcba400f7d6f8df2,hasCapabilityCause,valid,1.0,6
0.0,3,5,"['作业人员A不彻底且未进行随机支护的情况下冒险作业被冒落岩石砸伤致死', '从业人员范（亡者）在没有采取安全防护措施的情况下，冒险作业，安全意识淡薄', '从业人员范（亡者）在没有采取安全防护措施的情况下，冒险作业', '安全意识淡薄，自我保护意识不强', '翁为图方便，违反安全操作规程冒险作业']",REL:canonical:cc4e3aeea752b8503d1791d176f0d971,False,"['C2_SAFETY_AWARENESS', 'C1_SAFETY_KNOWLEDGE', 'C3_SAFETY_HABIT', 'C4_PSYCHO_PHYSIO']","['HCA-9882197094', 'HCA-303170b7e6', 'HCA-270aadc81b']",UnsafeAction:canonical:90a5e3c3a63d0401146e871984ee00e1,[],SafetyCapabilityDefect:canonical:ff9f82da7d6b37fa1e24a9a39a647526,hasCapabilityCause,valid,1.0,6
0.0,4,3,"['作业人员A不彻底且未进行随机支护的情况下冒险作业被冒落岩石砸伤致死', '施工单位在没有进行地质灾害危险性评估的情况下，盲目施工，也没有根据现场的地质情况采取有针对性的防护措施', '作业人员A为图方便，违反安全操作规程冒险作业']",REL:canonical:0e9c47a50c5db28234a0e3188b0acb65,False,"['C3_SAFETY_HABIT', 'C2_SAFETY_AWARENESS']","['HCA-9882197094', 'HCA-44c92393a8', 'HCA-ef9870dc9e', 'HCA-ba40327379']",UnsafeAction:canonical:90a5e3c3a63d0401146e871984ee00e1,[],SafetyCapabilityDefect:canonical:27dd8ec9a8f5819519a1d87d25cbbe41,hasCapabilityCause,valid,1.0,6
0.0,1,1,['未对新上岗人员进行培训'],REL:canonical:294a3b8dc93286a67619c464fcd9bba7,False,['M1_TRAINING'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:a27c39d5e8353964e39c3639f81a1b4a,hasManagementCause,valid,1.0,1
0.0,1,1,['未制定有针对性的防范拱顶冒落措施'],REL:canonical:80676bba0081c45bd9444c26f474c072,False,['M2_PLAN'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:62ad765248353f6d5f8c1b8be613d641,hasManagementCause,valid,1.0,2
0.0,1,1,['监理单位：某电站监理中心监理人员不足，不能完全满足现场工程建设监理工作需要；施工单位C工程分包失察；三是现场监理人员未履行职责。'],REL:canonical:12d2d8aabacae27f03904b00142e4927,False,['M3_SUPERVISION'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:1058eba325e712bc09257bb1b7f8f87a,hasManagementCause,valid,1.0,1
0.0,1,1,['未对作业岗位存在的危险有害因素进行充分辨识，未对岗位危险有害因素进行告知'],REL:canonical:76618d77e646209bbae6cda70b9489e5,False,['M4_HAZARD'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:1eecc6cddb6e65cd864b02d673b33cab,hasManagementCause,valid,1.0,1
0.0,1,1,['施工单位对分包单位安全管理不到位，未检查复工复产后新上岗人员安全培训情况，对单位未配备专职安全员失察'],REL:canonical:e56af49deee5e5d6d0afc5de71ed84aa,False,['M5_RESPONSIBILITY'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:6ac6688349560fd324b5bfcb98f83d13,hasManagementCause,valid,1.0,1
0.0,1,1,['施工单位对分包单位安全管理不到位，未检查复工复产后新上岗人员安全培训情况，对单位未配备专职安全员失察'],REL:canonical:f6ddfc9336510b1712857e621c99f2c1,False,['M5_RESPONSIBILITY'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],SafetyManagementDefect:canonical:9ee282df4a1baf8793eef279c5293728,hasManagementCause,valid,1.0,1
0.0,1,1,['靠近巷道中右侧的顶板岩石突然冒落，将钻爆平台砸垮，四人被埋压'],REL:canonical:59fb8d884df8d187611c171485533796,False,['P1_ACCIDENT_PROCESS'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],AccidentProcess:canonical:288f2d566f51069ae5eb9804aabba4e9,leadTo,valid,1.0,1
0.0,1,1,['建设单位制定了《洞室开挖支护和安全监测实施细则》和《洞室和边坡开挖施工作业工序转接管理实施方案》'],REL:canonical:855cb8a42bfd47404b3d8e1ca12e4754,False,['R1_CONTROL_MEASURE'],['HCA-9882197094'],UnsafeObjectState:canonical:baec8bbceb3ed8a1b04cbd5babef8ed1,[],PreventiveMeasure:canonical:516f1d6feba7a6cf1278589420b71ff8,controlledBy,valid,1.0,1
0.0,1,1,['主变洞中导洞K0+80—K0+83.7m处地质条件复杂，岩体裂隙发育、破碎'],REL:canonical:527f956d87e1116e3537f0bbdf7306c5,False,[],['HCA-9882197094'],AccidentCase:canonical:c064a9f1182a7b27bd492c280561adb4,[],EnvironmentCondition:canonical:115170adda99a9b0a942d9726440b3b2,hasEnvironmentCondition,valid,0.0,1
0.0,1,1,['靠近巷道中右侧的顶板岩石突然冒落，将钻爆平台砸垮'],REL:canonical:9bfbed7a9f641fea8fff5864f4a6a43e,False,[],['HCA-9882197094'],AccidentCase:canonical:c064a9f1182a7b27bd492c280561adb4,[],EngineeringObject:canonical:5182aedc9a3e7d9eb95167647c61e2e2,involvesObject,valid,0.0,1
0.0,1,1,['分包单位施工人员作业人员B违规拆除脚手架第三层斜梯杆件'],REL:canonical:c796f04f4dc57c63daa99327ce67f85e,False,['D1_UNSAFE_ACTION'],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],UnsafeAction:canonical:479249720f05a70c52f2b60faa1dc10e,hasDirectCause,valid,1.0,1
0.0,1,1,['脚手架第三层斜梯杆件被违规拆除，导致脚手架失稳'],REL:canonical:0e7420ac4a69743d6037f5fdc6991fbe,False,['D2_UNSAFE_OBJECT_STATE'],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,hasDirectCause,valid,1.0,1
0.0,1,1,['员工未掌握必需的基本安全知识，存在违规操作现象'],REL:canonical:adbbb38b0ce715691761ca23ee5b0667,False,['C1_SAFETY_KNOWLEDGE'],['HCA-76b624d1f6'],UnsafeAction:canonical:479249720f05a70c52f2b60faa1dc10e,[],SafetyCapabilityDefect:canonical:8c1a75d71ada621e979f16680026067e,hasCapabilityCause,valid,1.0,1
0.0,1,1,['作业人员B拆除了脚手架第三层斜梯杆件'],REL:canonical:8203108d5bb923d403228f09467afd5e,False,['C2_SAFETY_AWARENESS'],['HCA-76b624d1f6'],UnsafeAction:canonical:479249720f05a70c52f2b60faa1dc10e,[],SafetyCapabilityDefect:canonical:d52403f2689f868910f371e663cb6294,hasCapabilityCause,valid,1.0,1
0.0,1,2,"['分包单位施工人员作业人员B违规拆除脚手架第三层斜梯杆件', '作业人员B违规拆除脚手架第三层斜梯杆件']",REL:canonical:09163421d26148c2d335a9be2582abc2,False,"['C3_SAFETY_HABIT', 'C2_SAFETY_AWARENESS']",['HCA-76b624d1f6'],UnsafeAction:canonical:479249720f05a70c52f2b60faa1dc10e,[],SafetyCapabilityDefect:canonical:d64079b58350cb85715e4e9d773aae6c,hasCapabilityCause,valid,1.0,2
0.0,1,1,['施工单位K对自聘人员的三级安全教育培训不落实，员工未掌握必需的基本安全知识'],REL:canonical:16c651c112e3f1e4af97209c0e99b5da,False,['C1_SAFETY_KNOWLEDGE'],['HCA-76b624d1f6'],UnsafeAction:canonical:479249720f05a70c52f2b60faa1dc10e,[],SafetyCapabilityDefect:canonical:3cdec624cc1f5b5a6646b23eb1a07932,hasCapabilityCause,valid,1.0,1
0.0,1,1,['施工单位K对自聘人员的三级安全教育培训不落实，员工未掌握必需的基本安全知识'],REL:canonical:025e2de98f8be278c1765e587e92d9e7,False,['M1_TRAINING'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],SafetyManagementDefect:canonical:7601b0ced346a9216db934ef4787367f,hasManagementCause,valid,1.0,1
0.0,1,1,['施工单位施工单位K制订的脚手架专项方案存在较大安全隐患'],REL:canonical:3e50298e97f94b686561fb07bf0abb6f,False,['M2_PLAN'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],SafetyManagementDefect:canonical:bcc28bc280a480786281b423165abde9,hasManagementCause,valid,1.0,1
0.0,1,1,['施工现场安全管理不到位，存在违规交叉作业现象，未能及时发现、消除安全隐患。'],REL:canonical:93321e6d6594ef2aa8125e3ff44e18a7,False,['M3_SUPERVISION'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],SafetyManagementDefect:canonical:f6d22c284fa9d3cdbce341ab9af11de6,hasManagementCause,valid,1.0,1
0.0,1,1,['施工现场安全管理不到位，存在违规交叉作业现象，未能及时发现、消除安全隐患。'],REL:canonical:3381bf74b35fee350f36750711550ef8,False,['M4_HAZARD'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],SafetyManagementDefect:canonical:1eecc6cddb6e65cd864b02d673b33cab,hasManagementCause,valid,1.0,1
0.0,1,1,['安全责任制未落实，未检查督促劳务分包单位落实安全责任'],REL:canonical:cca1875b80a279ee6905c63efb6f5dbf,False,['M5_RESPONSIBILITY'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],SafetyManagementDefect:canonical:6ac6688349560fd324b5bfcb98f83d13,hasManagementCause,valid,1.0,1
0.0,1,1,['作业人员B违规拆除脚手架第三层斜梯杆件，导致脚手架失稳'],REL:canonical:b294a1166b15e6299401372b22397a35,False,['P1_ACCIDENT_PROCESS'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],AccidentProcess:canonical:c031e3200869807a4a1afccb8c126614,leadTo,valid,1.0,1
0.0,1,1,['积极开展事故隐患排查及整改工作'],REL:canonical:5d5d17bdd3d6ca720457ecbf6db11f24,False,['R1_CONTROL_MEASURE'],['HCA-76b624d1f6'],UnsafeObjectState:canonical:e80cc7c6d03c29d852d63b9d9ccb831f,[],PreventiveMeasure:canonical:4dffbb3d51890dadae01e8440fc5d3bf,controlledBy,valid,1.0,1
0.0,1,1,['1#闸门井底部脚手架发生坍塌，造成10名人员被困。'],REL:canonical:134dd5cff672ad0177a4e0c92fc75f0b,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],AccidentType:canonical:8bdb595703b47d86fdc47485beb591cd,hasAccidentType,valid,0.0,1
0.0,1,1,['本次事故造成3人死亡、3人轻伤，直接经济损失372.02万元'],REL:canonical:ca20c1d6531d1776d21fd1696082d008,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],Consequence:canonical:2283f6405dfb5cc0aac8bb25e4a98641,hasConsequence,valid,0.0,1
0.0,1,1,['1#闸门井底部脚手架发生坍塌，造成10名人员被困。'],REL:canonical:bdc84670e754afda6d7966210c2d4e1a,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],EngineeringObject:canonical:b88a1d7572bab55bea8cffdc8c2c1c09,involvesObject,valid,0.0,1
0.0,1,1,['因井内环境复杂，有出现次生安全事故的风险。'],REL:canonical:66282cab37af7b8b34403bca481e22b8,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],EnvironmentCondition:canonical:508439a7f583fed55d61f40c74c68346,hasEnvironmentCondition,valid,0.0,1
0.0,1,1,['开始对1#闸门井内脚手架上混凝土残渣等施工垃圾进行清理，同时对闸门井混凝土进行消缺。'],REL:canonical:8009622eab480216c3a7c3234c8c8cb3,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],ConstructionActivity:canonical:15988f8526e96c1e33ac7380a147c536,occursInActivity,valid,0.0,1
0.0,1,1,['现场搜救人员对中上部脚手架进行依次拆除、吊出，对下部坍塌、变形的脚手架进行破拆、隔断。'],REL:canonical:9139d447c74e4ad707b85d3925c01a35,False,[],['HCA-76b624d1f6'],AccidentCase:canonical:a7a4ce6ed5923e68c6da81ebb4809655,[],ConstructionActivity:canonical:fb27cce0daf68c7a041ab88109f0d8c8,occursInActivity,valid,0.0,1
